movieId,recommendedMovieId,hybrid_score,tmdb_rating
2511,1264,0.488,6.707
2511,869,0.4479,6.1
2511,5847,0.4372,7.013
2511,26313,0.4319,6.6
2511,8571,0.4287,6.302
2511,1238,0.4265,6.778
2511,3492,0.4241,
2511,3096,0.4239,6.5
2511,1162,0.423,6.453
2511,2349,0.4221,6.9
2512,2068,0.6585,7.78
2512,3637,0.6389,7.353
2512,2972,0.6386,7.146
2512,2609,0.6386,7.383
2512,1759,0.6339,7.485
2512,3002,0.6334,7.3
2512,4766,0.6305,7.162
2512,3514,0.6297,
2512,4705,0.6269,6.815
2512,1310,0.6256,7.422
2513,93297,0.3751,6.535
2513,2740,0.3742,6.006
2513,1991,0.3683,6.745
2513,1331,0.3664,5.693
2513,2982,0.3588,5.7
2513,3021,0.3588,5.868
2513,1980,0.3537,5.481
2513,152,0.349,6.5
2513,2655,0.3467,4.9
2513,3660,0.3342,5.832
2514,3843,0.5528,6.291
2514,57910,0.5092,
2514,4544,0.4978,6.223
2514,71500,0.4951,6.988
2514,8225,0.4891,6.866
2514,5585,0.4856,5.264
2514,50440,0.4779,
2514,60538,0.4779,
2514,37475,0.4762,6.841
2514,26736,0.4758,6.878
2515,6625,0.5378,5.966
2515,6938,0.5227,7.75
2515,2984,0.5185,6.94
2515,7103,0.5007,5.349
2515,32666,0.4942,3.279
2515,5456,0.4905,4.891
2515,1655,0.4902,5.4
2515,5584,0.4863,5.035
2515,51088,0.4741,
2515,6298,0.4706,5.186
2516,409,0.635,7.08
2516,4371,0.6312,7.088
2516,5664,0.6177,6.609
2516,58287,0.6164,
2516,52867,0.6164,
2516,49314,0.6164,
2516,55729,0.6164,
2516,65882,0.6154,6.448
2516,5590,0.6151,6.415
2516,2190,0.615,6.382
2517,1128,0.4633,6.737
2517,3016,0.4407,6.902
2517,3696,0.4262,6.753
2517,59727,0.4224,
2517,2365,0.4081,6.9
2517,2400,0.3941,6.037
2517,30745,0.3914,6.783
2517,7235,0.3908,7.0
2517,51498,0.3901,
2517,4533,0.39,7.195
2518,2463,0.4461,6.573
2518,2110,0.4078,6.667
2518,2522,0.4025,5.6
2518,2040,0.3901,6.013
2518,2073,0.3784,6.7
2518,5272,0.3751,6.704
2518,298,0.3742,7.3
2518,2524,0.3726,7.0
2518,2964,0.3715,7.0
2518,4384,0.369,6.868
2520,941,0.6138,7.106
2520,6760,0.596,6.214
2520,8542,0.5483,7.109
2520,49220,0.5215,
2520,129659,0.5206,7.486
2520,115170,0.5186,7.331
2520,139857,0.5144,7.258
2520,157122,0.5126,7.158
2520,101895,0.5126,7.194
2520,141422,0.5123,7.193
2521,2523,0.6075,5.981
2521,2522,0.5488,5.6
2521,615,0.5292,7.209
2521,129659,0.4483,7.486
2521,139857,0.4466,7.258
2521,115170,0.4464,7.331
2521,2524,0.446,7.0
2521,1906,0.4443,5.865
2521,141422,0.4426,7.193
2521,101895,0.4415,7.194
2522,2521,0.5546,5.8
2522,2523,0.5344,5.981
2522,615,0.4915,7.209
2522,2419,0.4815,6.135
2522,2241,0.471,5.946
2522,2639,0.4472,6.4
2522,2518,0.4167,6.1
2522,1906,0.4138,5.865
2522,2367,0.4014,6.284
2522,2463,0.3948,6.573
2523,2521,0.5997,5.8
2523,615,0.5451,7.209
2523,2522,0.5209,5.6
2523,1906,0.4566,5.865
2523,2524,0.4336,7.0
2523,2419,0.4322,6.135
2523,129659,0.4312,7.486
2523,2040,0.4287,6.013
2523,139857,0.4281,7.258
2523,115170,0.4238,7.331
2524,2779,0.4299,6.6
2524,2537,0.4253,5.087
2524,2110,0.4231,6.667
2524,2521,0.4121,5.8
2524,2040,0.4115,6.013
2524,2523,0.4075,5.981
2524,2014,0.4069,6.101
2524,2111,0.4031,6.233
2524,3431,0.4016,
2524,3494,0.4,
2525,3417,0.5317,7.041
2525,3433,0.5241,
2525,3434,0.5241,
2525,3132,0.5179,6.684
2525,2056,0.5163,6.456
2525,1677,0.5162,6.393
2525,1581,0.5156,5.84
2525,3389,0.5153,6.188
2525,3014,0.5141,6.204
2525,1671,0.5078,6.0
2526,3405,0.5647,7.66
2526,3832,0.5479,7.2
2526,3658,0.5346,6.6
2526,1180,0.5264,5.891
2526,451,0.5205,6.0
2526,3619,0.5191,5.716
2526,3767,0.464,5.752
2526,1934,0.4473,7.51
2526,4966,0.4236,7.507
2526,3813,0.4073,6.844
2527,2529,0.3802,7.652
2527,1240,0.37,7.681
2527,2985,0.3697,7.357
2527,1909,0.3568,6.904
2527,541,0.3534,7.9
2527,2532,0.3496,6.166
2527,1954,0.3449,7.796
2527,1287,0.3416,7.888
2527,3699,0.3401,6.931
2527,1196,0.3386,8.393
2528,2985,0.4106,7.357
2528,2529,0.4048,7.652
2528,1129,0.384,7.047
2528,2105,0.3784,6.637
2528,2010,0.3744,8.086
2528,2944,0.371,7.588
2528,924,0.365,8.051
2528,1587,0.3623,6.8
2528,1214,0.3616,8.17
2528,2872,0.3568,6.952
2529,2530,0.4569,6.1
2529,1954,0.4518,7.796
2529,1214,0.4507,8.17
2529,2985,0.4465,7.357
2529,924,0.4381,8.051
2529,2947,0.4366,7.354
2529,1240,0.4352,7.681
2529,1387,0.435,7.681
2529,1196,0.4277,8.393
2529,1097,0.426,7.515
2530,2532,0.5309,6.166
2530,2529,0.5132,7.652
2530,2531,0.4436,5.686
2530,1287,0.4004,7.888
2530,512,0.3976,5.8
2530,1254,0.3875,7.963
2530,6184,0.3855,6.5
2530,2662,0.3835,6.813
2530,3771,0.381,6.691
2530,968,0.3792,7.612
2531,2532,0.5053,6.166
2531,1397,0.474,7.165
2531,2533,0.4687,6.372
2531,2530,0.4569,6.1
2531,2256,0.4373,4.9
2531,3577,0.4352,6.035
2531,2365,0.4216,6.9
2531,1332,0.4167,6.0
2531,6184,0.41,6.5
2531,3678,0.4086,7.2
2532,2530,0.5282,6.1
2532,2531,0.4893,5.686
2532,1397,0.432,7.165
2532,2529,0.4196,7.652
2532,512,0.419,5.8
2532,2256,0.4032,4.9
2532,3577,0.3955,6.035
2532,2365,0.3884,6.9
2532,1287,0.3789,7.888
2532,1332,0.377,6.0
2533,2529,0.4483,7.652
2533,2531,0.4459,5.686
2533,1129,0.3957,7.047
2533,5040,0.3913,6.136
2533,4855,0.3858,7.45
2533,2949,0.3848,7.0
2533,3763,0.3806,6.566
2533,2363,0.3778,7.63
2533,3633,0.3773,6.558
2533,3959,0.3762,7.356
2534,3573,0.451,4.382
2534,2983,0.4224,6.814
2534,3329,0.4191,7.092
2534,49,0.4149,
2534,679,0.4146,6.417
2534,3062,0.3619,7.6
2534,3654,0.3539,7.309
2534,567,0.3521,6.389
2534,2457,0.3444,6.1
2534,1305,0.3415,8.1
2535,3432,0.5805,
2535,3431,0.5779,
2535,4009,0.5056,7.037
2535,2347,0.4806,6.371
2535,2816,0.4768,4.526
2535,3433,0.4713,
2535,3434,0.4713,
2535,2818,0.4621,3.865
2535,3519,0.4503,
2535,3417,0.446,7.041
2537,870,0.5625,4.895
2537,129659,0.552,7.486
2537,139857,0.5513,7.258
2537,115170,0.547,7.331
2537,4212,0.5446,7.146
2537,101895,0.5409,7.194
2537,157122,0.5407,7.158
2537,141422,0.5405,7.193
2537,86593,0.5386,7.367
2537,145150,0.535,7.001
2538,2623,0.6131,4.938
2538,430,0.5515,5.2
2538,2629,0.5178,5.162
2538,2574,0.385,5.799
2538,2506,0.3479,6.363
2538,2622,0.3471,6.378
2538,2497,0.3079,6.266
2538,2560,0.2941,6.8
2538,2504,0.2925,5.786
2538,2568,0.2839,4.414
2539,1641,0.3937,6.998
2539,1213,0.3788,8.452
2539,2194,0.3785,7.756
2539,1221,0.3675,8.571
2539,2542,0.366,8.095
2539,1208,0.3649,8.267
2539,1912,0.3622,6.684
2539,1784,0.3586,7.402
2539,2997,0.3578,7.418
2539,858,0.3566,8.686
2540,4743,0.5543,6.442
2540,3571,0.5105,5.572
2540,1904,0.5063,6.6
2540,2068,0.5011,7.78
2540,7192,0.4889,6.947
2540,2586,0.4852,5.604
2540,2972,0.4816,7.146
2540,3637,0.4807,7.353
2540,2512,0.4798,7.505
2540,1759,0.4758,7.485
2541,2572,0.3541,7.591
2541,4896,0.354,7.9
2541,3489,0.3535,
2541,1704,0.3532,8.161
2541,1088,0.3487,7.327
2541,4308,0.3451,7.528
2541,2340,0.344,7.363
2541,45720,0.3439,7.415
2541,41571,0.3409,7.638
2541,4018,0.338,6.452
2542,4011,0.4646,7.8
2542,1089,0.4606,8.114
2542,858,0.4319,8.686
2542,1213,0.4318,8.452
2542,778,0.4267,8.0
2542,4262,0.4224,8.156
2542,2858,0.4176,8.0
2542,1221,0.4108,8.571
2542,2959,0.4087,8.438
2542,1732,0.4085,7.84
2544,2068,0.6549,7.78
2544,526,0.6442,6.482
2544,3637,0.6431,7.353
2544,4766,0.6414,7.162
2544,3002,0.641,7.3
2544,3531,0.6385,
2544,2512,0.6379,7.505
2544,1759,0.6338,7.485
2544,2972,0.6311,7.146
2544,2725,0.629,6.927
2546,2996,0.516,6.696
2546,2977,0.4885,6.032
2546,31973,0.4403,7.618
2546,8456,0.4354,8.172
2546,4395,0.4311,8.087
2546,32649,0.4303,8.048
2546,31309,0.4299,7.997
2546,3808,0.4298,7.823
2546,5849,0.4156,7.622
2546,25805,0.4142,7.5
2548,2315,0.4515,6.1
2548,5853,0.4458,6.718
2548,50800,0.4279,
2548,6405,0.4249,6.566
2548,2614,0.4095,5.832
2548,1329,0.3978,5.679
2548,1322,0.3925,4.771
2548,8906,0.3852,6.267
2548,25963,0.3824,8.04
2548,7938,0.3789,7.891
2549,2260,0.3971,6.06
2549,6280,0.3962,6.107
2549,4721,0.3934,5.959
2549,3480,0.3904,
2549,5880,0.3832,4.733
2549,7315,0.3813,5.064
2549,3051,0.3788,6.064
2549,2007,0.374,5.071
2549,2322,0.3719,6.406
2549,5324,0.3717,5.682
2550,2726,0.4453,7.642
2550,906,0.4423,7.53
2550,2203,0.4277,7.496
2550,6981,0.4201,7.954
2550,25898,0.4168,8.0
2550,6918,0.415,7.866
2550,1934,0.4145,7.51
2550,26151,0.4131,7.53
2550,3788,0.3991,7.32
2550,2729,0.3968,7.307
2551,4424,0.477,6.931
2551,2730,0.4726,7.993
2551,1611,0.4652,7.058
2551,2474,0.4431,6.853
2551,2691,0.4373,8.241
2551,166,0.4358,6.537
2551,1437,0.4317,6.745
2551,3655,0.4311,7.088
2551,506,0.4263,6.9
2551,1695,0.4256,6.064
2552,5521,0.624,6.5
2552,6851,0.6181,6.281
2552,7193,0.6155,6.121
2552,5688,0.6145,6.327
2552,4617,0.6134,6.4
2552,6720,0.6016,5.775
2552,176423,0.5994,7.642
2552,6517,0.599,5.652
2552,6670,0.5941,5.28
2552,180045,0.5864,7.148
2553,51709,0.3806,
2553,4553,0.3747,7.297
2553,2798,0.3734,6.164
2553,5833,0.3667,6.72
2553,79274,0.3593,7.758
2553,32456,0.3589,7.171
2553,841,0.3588,7.594
2553,26585,0.3566,7.4
2553,44828,0.3557,6.548
2553,2328,0.3544,6.3
2554,2615,0.5274,6.236
2554,7040,0.489,7.133
2554,2661,0.4829,6.339
2554,6371,0.4768,6.698
2554,8684,0.4748,7.944
2554,8125,0.471,7.814
2554,6660,0.4705,7.981
2554,4496,0.4652,6.316
2554,7560,0.463,7.824
2554,6273,0.4626,7.617
2555,4224,0.5653,5.847
2555,80839,0.4767,7.408
2555,71500,0.4665,6.988
2555,4830,0.4661,7.087
2555,8225,0.4608,6.866
2555,37475,0.4595,6.841
2555,26736,0.4591,6.878
2555,57910,0.4529,
2555,31193,0.4497,
2555,69251,0.4497,
2557,26122,0.6586,7.658
2557,26840,0.6482,7.511
2557,4785,0.6444,7.5
2557,5244,0.626,6.889
2557,49263,0.6164,
2557,33138,0.6141,6.234
2557,7976,0.5995,5.977
2557,32387,0.5556,7.7
2557,7844,0.5304,7.0
2557,25788,0.5213,7.402
2558,3790,0.3934,6.1
2558,5876,0.3882,6.553
2558,4304,0.388,6.671
2558,2839,0.3863,7.1
2558,3787,0.3821,6.849
2558,3756,0.3743,5.935
2558,3238,0.3669,4.926
2558,3515,0.3619,
2558,3538,0.3536,
2558,2582,0.3517,6.74
2559,4371,0.6338,7.088
2559,409,0.629,7.08
2559,65882,0.6267,6.448
2559,2190,0.62,6.382
2559,5664,0.6177,6.609
2559,49314,0.6164,
2559,52867,0.6164,
2559,58287,0.6164,
2559,55729,0.6164,
2559,5590,0.6151,6.415
2560,430,0.3456,5.2
2560,2812,0.3416,6.453
2560,476,0.3376,5.447
2560,6193,0.3215,6.357
2560,7377,0.3156,6.488
2560,51903,0.3139,
2560,32302,0.3136,6.417
2560,8667,0.3113,6.4
2560,3634,0.3093,7.341
2560,5901,0.3088,6.148
2561,1900,0.5154,7.903
2561,4237,0.4978,7.633
2561,241,0.486,7.085
2561,4562,0.4821,6.702
2561,5537,0.4818,6.385
2561,5575,0.4675,6.133
2561,2737,0.4589,5.7
2561,4298,0.4272,7.775
2561,5202,0.4267,7.012
2561,5454,0.4175,5.516
2563,4959,0.5662,5.592
2563,2607,0.4932,7.016
2563,5425,0.4855,6.897
2563,3761,0.4806,8.153
2563,3747,0.4798,6.23
2563,3078,0.4796,6.656
2563,5083,0.4759,5.333
2563,5486,0.4702,5.8
2563,5347,0.4687,5.546
2563,5498,0.4669,8.1
2565,4371,0.6338,7.088
2565,409,0.629,7.08
2565,65882,0.6267,6.448
2565,2190,0.62,6.382
2565,5664,0.6177,6.609
2565,49314,0.6164,
2565,52867,0.6164,
2565,58287,0.6164,
2565,55729,0.6164,
2565,5590,0.6151,6.415
2566,1826,0.5771,5.049
2566,917,0.5011,6.676
2566,3990,0.4979,6.672
2566,2050,0.4659,5.379
2566,888,0.448,6.187
2566,3799,0.4376,6.745
2566,1495,0.4353,5.8
2566,577,0.4088,5.4
2566,1460,0.4049,5.0
2566,4241,0.3919,6.538
2567,7894,0.3466,7.677
2567,2587,0.3359,6.665
2567,2496,0.3313,6.775
2567,6645,0.3312,6.452
2567,2019,0.3297,8.5
2567,2413,0.3285,7.203
2567,1646,0.3279,5.213
2567,1380,0.3268,7.4
2567,1228,0.3228,7.903
2567,1682,0.3225,8.152
2568,430,0.3875,5.2
2568,2574,0.3701,5.799
2568,7377,0.3476,6.488
2568,51903,0.3469,
2568,32302,0.3466,6.417
2568,8667,0.3443,6.4
2568,5901,0.3428,6.148
2568,1798,0.3382,5.712
2568,3274,0.3264,6.312
2568,2538,0.3188,5.0
2570,3169,0.4566,6.413
2570,4312,0.4221,7.395
2570,3073,0.4214,6.4
2570,2482,0.4156,6.779
2570,4780,0.4121,6.244
2570,2271,0.4071,5.9
2570,1922,0.4068,5.833
2570,3539,0.403,
2570,3167,0.3977,6.6
2570,166,0.3959,6.537
2571,2959,0.5583,8.438
2571,1196,0.5434,8.393
2571,6365,0.5359,7.076
2571,2028,0.5249,8.224
2571,4993,0.5191,8.434
2571,260,0.5189,8.205
2571,7153,0.5155,8.5
2571,1240,0.5067,7.681
2571,1210,0.5046,7.908
2571,5952,0.5038,8.417
2572,8533,0.3792,7.887
2572,7451,0.3768,7.223
2572,3882,0.3767,6.262
2572,1380,0.3747,7.4
2572,80549,0.3653,6.805
2572,1777,0.3576,6.771
2572,2918,0.3519,7.569
2572,1088,0.3512,7.327
2572,39,0.3499,7.25
2572,2485,0.349,6.315
2573,2482,0.4741,6.779
2573,2829,0.3251,5.2
2573,2570,0.3247,6.031
2573,2860,0.3027,6.506
2573,2702,0.2613,6.49
2573,2882,0.2412,6.703
2573,2445,0.2329,6.014
2573,2700,0.2284,7.283
2573,2583,0.2232,6.4
2573,2762,0.2174,7.952
2574,2538,0.3998,5.0
2574,2623,0.3947,4.938
2574,408,0.3797,7.15
2574,2497,0.3725,6.266
2574,2263,0.3658,5.987
2574,3694,0.3633,5.405
2574,3695,0.3585,4.886
2574,2506,0.3579,6.363
2574,4482,0.3555,5.678
2574,430,0.3552,5.2
2575,4345,0.5654,5.658
2575,1406,0.5647,7.282
2575,1533,0.5356,6.556
2575,3046,0.5284,6.2
2575,5258,0.4933,6.69
2575,3794,0.4606,6.014
2575,1594,0.4572,6.751
2575,298,0.4549,7.3
2575,2964,0.4501,7.0
2575,5272,0.4466,6.704
2577,2068,0.6564,7.78
2577,3637,0.6415,7.353
2577,2512,0.6402,7.505
2577,1759,0.6386,7.485
2577,3002,0.6334,7.3
2577,2972,0.6331,7.146
2577,3531,0.6319,
2577,1053,0.6314,5.957
2577,4766,0.6303,7.162
2577,4705,0.6275,6.815
2579,7932,0.4804,7.262
2579,6981,0.4405,7.954
2579,6918,0.4342,7.866
2579,25898,0.433,8.0
2579,26151,0.4305,7.53
2579,7064,0.4259,7.514
2579,7581,0.4054,6.87
2579,5238,0.3982,6.523
2579,33903,0.3972,7.166
2579,7587,0.3935,7.773
2580,1060,0.3901,6.862
2580,2542,0.3892,8.095
2580,1500,0.3838,6.967
2580,2395,0.3788,7.395
2580,1673,0.378,7.632
2580,778,0.3747,8.0
2580,1089,0.3676,8.114
2580,2858,0.3613,8.0
2580,1285,0.3589,7.265
2580,1213,0.3562,8.452
2581,2485,0.4018,6.315
2581,1380,0.3975,7.4
2581,2572,0.3868,7.591
2581,6944,0.3682,6.477
2581,1513,0.3626,6.2
2581,5991,0.3614,7.129
2581,3897,0.3613,7.501
2581,2081,0.3572,7.35
2581,40629,0.3561,8.051
2581,1088,0.3561,7.327
2582,3240,0.5944,5.88
2582,2839,0.5533,7.1
2582,3756,0.5413,5.935
2582,3787,0.4915,6.849
2582,3326,0.4594,5.446
2582,3241,0.4547,6.567
2582,2880,0.4226,7.028
2582,3790,0.4179,6.1
2582,1793,0.4175,5.794
2582,4193,0.416,5.536
2583,2204,0.3617,6.9
2583,937,0.3554,7.045
2583,4252,0.3524,7.0
2583,3546,0.3511,
2583,973,0.3505,7.324
2583,4523,0.3471,6.574
2583,6031,0.3465,7.457
2583,4263,0.3462,7.5
2583,1086,0.3459,8.001
2583,4166,0.3453,6.3
2585,757,0.5053,7.067
2585,27320,0.4914,6.7
2585,6049,0.4498,5.6
2585,3795,0.444,5.707
2585,7486,0.4383,7.579
2585,90888,0.4322,6.047
2585,74508,0.4195,7.2
2585,5279,0.4188,6.1
2585,68486,0.4047,7.3
2585,61026,0.4014,7.119
2586,2068,0.6478,7.78
2586,2512,0.6334,7.505
2586,3637,0.6316,7.353
2586,4766,0.6307,7.162
2586,3002,0.6289,7.3
2586,1759,0.6267,7.485
2586,320,0.6266,6.425
2586,2972,0.6263,7.146
2586,2008,0.624,5.226
2586,3531,0.6232,
2587,78041,0.4979,5.954
2587,7894,0.4892,7.677
2587,59306,0.483,
2587,86028,0.4709,5.816
2587,55294,0.4706,
2587,3511,0.4655,
2587,129659,0.4467,7.486
2587,4212,0.4453,7.146
2587,115170,0.4447,7.331
2587,26870,0.4408,5.708
2589,7023,0.6401,7.2
2589,6967,0.6383,7.203
2589,7114,0.6353,7.343
2589,5105,0.63,6.921
2589,2175,0.6293,5.538
2589,5657,0.6223,6.365
2589,7032,0.6192,6.497
2589,3353,0.618,5.692
2589,8727,0.6167,6.441
2589,1652,0.6158,6.417
2590,3737,0.6388,7.388
2590,2775,0.6329,6.254
2590,39307,0.6318,7.054
2590,5435,0.6289,7.069
2590,6279,0.6208,6.086
2590,6386,0.6202,6.714
2590,5338,0.6198,6.1
2590,5699,0.6185,6.398
2590,6246,0.6175,7.0
2590,4243,0.6165,6.457
2593,3655,0.5215,7.088
2593,506,0.5168,6.9
2593,4428,0.5149,6.969
2593,645,0.5067,6.972
2593,1612,0.5059,4.983
2593,2283,0.5053,6.5
2593,4690,0.5028,6.519
2593,1176,0.5013,7.491
2593,2630,0.4855,6.664
2593,4424,0.4707,6.931
2594,3932,0.3931,7.519
2594,3156,0.3876,7.267
2594,50274,0.3796,
2594,5341,0.372,7.3
2594,6244,0.3647,7.236
2594,6305,0.3615,7.116
2594,52952,0.3599,
2594,7087,0.3591,6.839
2594,48698,0.3524,
2594,5570,0.3508,7.465
2596,2459,0.3374,7.28
2596,162082,0.3296,7.748
2596,1031,0.3254,7.033
2596,84952,0.3192,7.581
2596,7419,0.3156,7.497
2596,98607,0.313,7.509
2596,147142,0.3123,7.35
2596,101,0.3094,6.7
2596,33171,0.309,7.714
2596,158783,0.3058,8.187
2597,3678,0.5163,7.2
2597,3442,0.5005,
2597,790,0.4986,6.214
2597,633,0.4983,6.0
2597,138702,0.4905,7.838
2597,1336,0.4895,5.9
2597,2451,0.4886,6.1
2597,1985,0.4879,6.175
2597,3661,0.4877,5.948
2597,4043,0.4855,6.8
2598,3298,0.3619,6.712
2598,2771,0.3427,6.435
2598,2580,0.336,6.99
2598,2194,0.3353,7.756
2598,4293,0.3348,6.13
2598,7757,0.3317,7.163
2598,433,0.3303,5.791
2598,2871,0.3271,7.323
2598,858,0.3196,8.686
2598,3387,0.3175,5.962
2599,2395,0.4162,7.395
2599,2858,0.3783,8.0
2599,1394,0.3756,7.053
2599,2692,0.3753,7.296
2599,2997,0.3742,7.418
2599,2973,0.374,7.423
2599,1136,0.3731,7.802
2599,1208,0.3727,8.267
2599,910,0.3705,8.08
2599,1228,0.3694,7.903
2600,4738,0.383,6.834
2600,4235,0.362,7.638
2600,1206,0.3579,8.2
2600,1653,0.3576,7.565
2600,1274,0.3543,7.943
2600,924,0.3538,8.051
2600,741,0.3532,7.92
2600,3081,0.3521,7.19
2600,3147,0.3478,8.505
2600,97,0.3457,8.086
2605,2006,0.3602,6.582
2605,2490,0.3515,6.821
2605,2000,0.3492,7.293
2605,1196,0.341,8.393
2605,1676,0.3375,7.104
2605,924,0.3374,8.051
2605,2763,0.336,6.748
2605,2302,0.3345,7.499
2605,1552,0.3343,6.772
2605,1270,0.3332,8.325
2606,2428,0.3886,6.561
2606,2888,0.3875,6.559
2606,2496,0.3862,6.775
2606,51091,0.375,
2606,3693,0.3727,6.3
2606,2044,0.3662,5.882
2606,2328,0.364,6.3
2606,4849,0.3637,6.493
2606,1461,0.3615,5.995
2606,26778,0.3609,5.612
2607,5425,0.6215,6.897
2607,3078,0.6196,6.656
2607,5083,0.614,5.333
2607,3747,0.6131,6.23
2607,5486,0.6044,5.8
2607,5347,0.6002,5.546
2607,3862,0.5853,5.236
2607,3761,0.5678,8.153
2607,5498,0.5601,8.1
2607,6335,0.5588,6.1
2609,2068,0.6549,7.78
2609,2512,0.6501,7.505
2609,3637,0.6388,7.353
2609,4766,0.6348,7.162
2609,1759,0.6339,7.485
2609,3002,0.6334,7.3
2609,2972,0.6332,7.146
2609,4705,0.6279,6.815
2609,602,0.6278,6.6
2609,3514,0.6277,
2611,6660,0.6714,7.981
2611,8684,0.66,7.944
2611,8125,0.6588,7.814
2611,8459,0.6541,7.8
2611,7560,0.6539,7.824
2611,25769,0.652,7.593
2611,2612,0.6507,7.624
2611,6273,0.6505,7.617
2611,6982,0.6492,7.756
2611,3870,0.6477,5.819
2612,6273,0.6803,7.617
2612,25865,0.664,7.287
2612,25940,0.6628,7.356
2612,6660,0.6628,7.981
2612,8684,0.6625,7.944
2612,8125,0.6613,7.814
2612,25927,0.6594,7.22
2612,8424,0.6571,6.238
2612,7217,0.6539,7.297
2612,7560,0.6539,7.824
2613,3430,0.4175,
2613,7040,0.4169,7.133
2613,6371,0.4022,6.698
2613,2661,0.3976,6.339
2613,4496,0.3929,6.316
2613,1999,0.3783,6.269
2613,2524,0.3735,7.0
2613,3501,0.3732,
2613,2533,0.3612,6.372
2613,3672,0.3587,6.3
2614,1322,0.579,4.771
2614,1324,0.5494,4.562
2614,2465,0.5207,6.181
2614,2037,0.4756,6.871
2614,2740,0.4712,6.006
2614,1891,0.471,5.964
2614,3622,0.4664,6.339
2614,295,0.4654,5.25
2614,3056,0.4638,6.1
2614,3400,0.4601,6.096
2615,2554,0.5269,6.141
2615,7040,0.5042,7.133
2615,6371,0.4937,6.698
2615,2661,0.4837,6.339
2615,4496,0.4834,6.316
2615,3115,0.4738,6.173
2615,1999,0.4532,6.269
2615,2634,0.4444,6.724
2615,3368,0.4412,7.586
2615,3959,0.4348,7.356
2616,2046,0.3722,6.964
2616,423,0.363,6.2
2616,3396,0.3562,7.21
2616,1377,0.3512,6.946
2616,1954,0.3433,7.796
2616,2019,0.3431,8.5
2616,1953,0.3427,7.499
2616,1196,0.3424,8.393
2616,2193,0.3409,7.0
2616,2139,0.34,7.457
2617,4270,0.4429,6.401
2617,2115,0.442,7.307
2617,1527,0.4261,7.573
2617,1580,0.4261,7.222
2617,2571,0.4177,8.245
2617,1291,0.4084,7.85
2617,1196,0.3988,8.393
2617,6539,0.3983,7.822
2617,1682,0.3966,8.152
2617,2985,0.3954,7.357
2618,8982,0.3671,6.874
2618,2682,0.3656,6.6
2618,3737,0.3623,7.388
2618,39307,0.36,7.054
2618,5435,0.3577,7.069
2618,5338,0.3521,6.1
2618,2775,0.3505,6.254
2618,42730,0.3496,7.421
2618,6386,0.349,6.714
2618,6246,0.3457,7.0
2620,2068,0.6606,7.78
2620,3637,0.6481,7.353
2620,3531,0.6473,
2620,2512,0.6381,7.505
2620,4766,0.6342,7.162
2620,1759,0.634,7.485
2620,3002,0.6334,7.3
2620,2972,0.6313,7.146
2620,3514,0.6313,
2620,2885,0.6287,5.829
2622,2870,0.4526,7.132
2622,2691,0.4123,8.241
2622,3992,0.4064,7.463
2622,7033,0.3913,6.491
2622,6954,0.3912,7.058
2622,4644,0.3899,7.145
2622,5073,0.3898,7.09
2622,6810,0.3847,6.506
2622,6898,0.3834,7.0
2622,6890,0.3828,7.025
2623,2538,0.6163,5.0
2623,430,0.5513,5.2
2623,2629,0.5189,5.162
2623,2574,0.383,5.799
2623,2506,0.3529,6.363
2623,2622,0.3511,6.378
2623,2497,0.3087,6.266
2623,2560,0.2941,6.8
2623,2504,0.2906,5.786
2623,2568,0.2839,4.414
2624,298,0.537,7.3
2624,2964,0.5343,7.0
2624,5272,0.5291,6.704
2624,4384,0.5288,6.868
2624,3192,0.5283,6.921
2624,2824,0.5273,7.0
2624,4116,0.5256,6.505
2624,1574,0.5246,6.3
2624,3914,0.5243,6.255
2624,5745,0.5237,6.277
2625,4645,0.614,7.543
2625,1337,0.5863,6.98
2625,7492,0.5829,6.8
2625,8426,0.5821,6.683
2625,8147,0.5802,6.449
2625,5640,0.5785,6.5
2625,7561,0.5763,6.503
2625,3013,0.576,6.5
2625,4800,0.5735,5.429
2625,6678,0.5712,6.103
2628,1196,0.5372,8.393
2628,33493,0.5354,7.5
2628,5378,0.5227,6.593
2628,260,0.5182,8.205
2628,1210,0.5106,7.908
2628,2571,0.4843,8.245
2628,1580,0.461,7.222
2628,2028,0.4532,8.224
2628,2716,0.447,7.494
2628,1527,0.4451,7.573
2629,2538,0.5316,5.0
2629,2623,0.5296,4.938
2629,430,0.4795,5.2
2629,2068,0.4366,7.78
2629,2512,0.4186,7.505
2629,3637,0.4158,7.353
2629,1759,0.4133,7.485
2629,3002,0.4129,7.3
2629,4766,0.4116,7.162
2629,2972,0.4095,7.146
2630,2068,0.5577,7.78
2630,3637,0.5433,7.353
2630,2512,0.541,7.505
2630,3002,0.5373,7.3
2630,2925,0.5367,7.647
2630,1759,0.534,7.485
2630,3514,0.5314,
2630,2972,0.5313,7.146
2630,4766,0.5305,7.162
2630,2609,0.5264,7.383
2632,25963,0.6621,8.04
2632,8188,0.6601,8.065
2632,7938,0.6571,7.891
2632,7939,0.654,7.774
2632,8239,0.6507,7.658
2632,8199,0.6476,8.005
2632,8670,0.6463,7.6
2632,5489,0.6415,7.278
2632,7936,0.6406,7.523
2632,6533,0.6401,7.365
2633,4270,0.4429,6.401
2633,2115,0.442,7.307
2633,1527,0.4261,7.573
2633,1580,0.4261,7.222
