movieId,title_clean,year,genres,genres_clean,tags_clean,tmdb_rating,tmdb_vote_count,tmdb_weighted_rating,imdbId,tmdbId
2188,54,1998,Drama,Drama,,5.843,523.0,6.0013847570035,120577,3682.0
2190,Why Do Fools Fall In Love?,1998,Drama,Drama,,6.382,51.0,6.492954974819132,123324,46702.0
2193,Willow,1988,Action|Adventure|Fantasy,Action Adventure Fantasy,,7.0,2152.0,6.967974289632906,96446,847.0
2194,"Untouchables, The",1987,Action|Crime|Drama,Action Crime Drama,capone gangsters,7.756,6155.0,7.725480455443977,94226,117.0
2195,Dirty Work,1998,Comedy,Comedy,,6.2,300.0,6.313025458998641,120654,14577.0
2196,Knock Off,1998,Action,Action,,5.358,400.0,5.688065771566211,120724,37498.0
2201,"Paradine Case, The",1947,Drama,Drama,,6.254,262.0,6.357042087738376,39694,31667.0
2202,Lifeboat,1944,Drama|War,Drama War,survival,7.355,478.0,7.150775802775401,37017,13321.0
2203,Shadow of a Doubt,1943,Crime|Drama|Thriller,Crime Drama Thriller,small towns,7.496,1153.0,7.380107354780442,36342,21734.0
2204,Saboteur,1942,Mystery|Thriller,Mystery Thriller,,6.9,547.0,6.8172622652874715,35279,31997.0
2205,Mr. & Mrs. Smith,1941,Comedy|Romance,Comedy Romance,,5.986,243.0,6.199126586905949,33922,24197.0
2206,Suspicion,1941,Film-Noir|Mystery|Thriller,Film-Noir Mystery Thriller,paranoia,7.127,893.0,7.03758441405941,34248,11462.0
2207,Jamaica Inn,1939,Drama,Drama,,6.123,243.0,6.282354086905949,31505,31995.0
2208,"Lady Vanishes, The",1938,Drama|Mystery|Thriller,Drama Mystery Thriller,train,7.433,1021.0,7.3125175167762135,30341,940.0
2210,Sabotage,1936,Thriller,Thriller,,6.7,365.0,6.648568265828313,28212,12684.0
2211,Secret Agent,1936,Thriller,Thriller,,6.086,169.0,6.299345505406073,28231,2761.0
2212,"Man Who Knew Too Much, The",1934,Drama|Thriller,Drama Thriller,,6.493,446.0,6.502372528627495,25452,8208.0
2226,"Ring, The",1927,Drama,Drama,,5.9,109.0,6.2712505066254876,18328,36056.0
2227,"Lodger: A Story of the London Fog, The",1927,Crime|Drama|Thriller,Crime Drama Thriller,,7.1,332.0,6.916672054728792,17075,2760.0
2231,Rounders,1998,Drama,Drama,,7.018,1923.0,6.981089728251145,128442,10220.0
2232,Cube,1997,Horror|Mystery|Sci-Fi|Thriller,Horror Mystery Sci-Fi Thriller,,6.819,5207.0,6.810511863303948,123755,431.0
2236,Simon Birch,1998,Drama,Drama,,6.838,266.0,6.723311193291678,124879,22796.0
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),1975,Comedy|Drama,Comedy Drama,,7.389,338.0,7.116231585378545,73817,37916.0
2240,My Bodyguard,1980,Drama,Drama,,6.3,127.0,6.426593784374576,81207,21873.0
2241,Class,1983,Comedy,Comedy,,5.946,203.0,6.200251763228832,85346,21500.0
2243,Broadcast News,1987,Comedy|Drama|Romance,Comedy Drama Romance,journalism,6.768,462.0,6.707380670052308,92699,12626.0
2244,"Allnighter, The",1987,Comedy|Romance,Comedy Romance,,4.7,42.0,6.14297806413256,92537,37818.0
2245,Working Girl,1988,Comedy|Drama|Romance,Comedy Drama Romance,,6.603,1054.0,6.593405974205102,96463,3525.0
2247,Married to the Mob,1988,Comedy,Comedy,mafia,6.0,319.0,6.17448032513105,95593,2321.0
2248,Say Anything...,1989,Comedy|Drama|Romance,Comedy Drama Romance,in your eyes lloyd dobbler,7.014,1107.0,6.953758413577832,98258,2028.0
2249,My Blue Heaven,1990,Comedy,Comedy,mafia,6.1,270.0,6.257734507640233,100212,16384.0
2252,Hero,1992,Comedy|Drama,Comedy Drama,,6.31,534.0,6.359757792709667,104412,10699.0
2253,Toys,1992,Comedy|Fantasy,Comedy Fantasy,,5.291,584.0,5.553301801298758,105629,11597.0
2255,Young Doctors in Love,1982,Comedy,Comedy,,5.3,67.0,6.16139569090348,84938,47947.0
2256,Parasite,1982,Horror|Sci-Fi,Horror Sci-Fi,,4.9,89.0,5.93964485675764,84472,48311.0
2257,No Small Affair,1984,Comedy|Romance,Comedy Romance,,5.492,60.0,6.2422702062782465,87810,44772.0
2259,Blame It on Rio,1984,Comedy|Romance,Comedy Romance,,5.77,198.0,6.105669393696844,86973,14347.0
2260,Wisdom,1986,Crime|Drama,Crime Drama,,6.06,50.0,6.415713211412461,92225,41090.0
2261,One Crazy Summer,1986,Comedy,Comedy,,6.033,214.0,6.242896589656009,91680,18282.0
2262,About Last Night...,1986,Comedy|Drama|Romance,Comedy Drama Romance,,6.024,233.0,6.227293935288152,90583,18169.0
2263,"Seventh Sign, The",1988,Drama|Fantasy|Thriller,Drama Fantasy Thriller,,5.987,380.0,6.145461144808901,96073,11082.0
2264,We're No Angels,1989,Comedy|Crime,Comedy Crime,,6.18,543.0,6.258275192517685,98625,5971.0
2265,Nothing But Trouble,1991,Adventure|Comedy,Adventure Comedy,,5.263,401.0,5.619203646527562,102558,11933.0
2266,"Butcher's Wife, The",1991,Comedy|Romance,Comedy Romance,,5.676,182.0,6.0710461202430075,101523,20096.0
2267,Mortal Thoughts,1991,Mystery|Thriller,Mystery Thriller,,5.669,199.0,6.048268636972976,102469,30815.0
2268,"Few Good Men, A",1992,Crime|Drama|Thriller,Crime Drama Thriller,court military,7.545,4140.0,7.5078782021788175,104257,881.0
2269,Indecent Proposal,1993,Drama|Romance,Drama Romance,,6.405,1610.0,6.4160173371603735,107211,4478.0
2271,Permanent Midnight,1998,Drama,Drama,,5.9,125.0,6.250186648093544,120788,22318.0
2272,One True Thing,1998,Drama,Drama,,6.529,138.0,6.528998761906372,120776,53113.0
2273,Rush Hour,1998,Action|Comedy|Crime|Thriller,Action Comedy Crime Thriller,,7.1,5636.0,7.084524880849711,120812,2109.0
2275,Six-String Samurai,1998,Action|Adventure|Sci-Fi,Action Adventure Sci-Fi,,6.265,152.0,6.399134740331325,118736,24746.0
2278,Ronin,1998,Action|Crime|Thriller,Action Crime Thriller,,6.965,2661.0,6.940708883875933,122690,8195.0
2279,Urban Legend,1998,Horror|Thriller,Horror Thriller,,5.733,1454.0,5.810573950814637,146336,9877.0
2280,Clay Pigeons,1998,Crime,Crime,,6.21,139.0,6.379198090413444,118863,26618.0
2281,Monument Ave.,1998,Action|Crime|Drama,Action Crime Drama,,5.769,32.0,6.40032081884857,119802,21132.0
2282,Pecker,1998,Comedy|Drama,Comedy Drama,,6.068,205.0,6.267935455144695,126604,11855.0
2283,"Sheltering Sky, The",1990,Drama,Drama,,6.5,296.0,6.510049966362869,100594,24016.0
2286,"Fiendish Plot of Dr. Fu Manchu, The",1980,Comedy,Comedy,,4.855,38.0,6.202782742371178,80731,3486.0
2287,Them!,1954,Horror|Sci-Fi|Thriller,Horror Sci-Fi Thriller,,6.841,460.0,6.761608808366904,47573,11071.0
2288,"Thing, The",1982,Action|Horror|Sci-Fi|Thriller,Action Horror Sci-Fi Thriller,,8.071,7902.0,8.040959751180342,84787,1091.0
2289,"Player, The",1992,Comedy|Crime|Drama,Comedy Crime Drama,,7.195,945.0,7.100115821018493,105151,10403.0
2290,Stardust Memories,1980,Comedy|Drama,Comedy Drama,,6.929,463.0,6.8277090883264195,81554,11337.0
2291,Edward Scissorhands,1990,Drama|Fantasy|Romance,Drama Fantasy Romance,freaks,7.719,13750.0,7.705565731988379,99487,162.0
2292,Overnight Delivery,1998,Comedy|Romance,Comedy Romance,,5.549,103.0,6.140767826009152,117276,25723.0
2294,Antz,1998,Adventure|Animation|Children|Comedy|Fantasy,Adventure Animation Children Comedy Fantasy,,6.183,4726.0,6.194124643613021,120587,8916.0
2295,"Impostors, The",1998,Comedy,Comedy,screwball,5.914,70.0,6.339350813931188,120823,28134.0
2296,"Night at the Roxbury, A",1998,Comedy,Comedy,snl,6.5,1002.0,6.5039280714084375,120770,9429.0
2297,What Dreams May Come,1998,Adventure|Drama|Fantasy|Romance,Adventure Drama Fantasy Romance,,7.214,2495.0,7.1734474490054225,120889,12159.0
2298,Strangeland,1998,Thriller,Thriller,,5.035,144.0,5.81426124505774,124102,27791.0
2300,"Producers, The",1968,Comedy,Comedy,broadway,7.063,898.0,6.983532355225004,63462,30197.0
2301,History of the World: Part I,1981,Comedy|Musical,Comedy Musical,,6.75,907.0,6.7173896943255444,82517,10156.0
2302,My Cousin Vinny,1992,Comedy,Comedy,court,7.499,1871.0,7.423906131539634,104952,10377.0
2303,Nashville,1975,Drama|Musical,Drama Musical,,7.242,460.0,7.060571531219416,73440,3121.0
2304,Love Is the Devil,1998,Drama,Drama,,6.043,70.0,6.379130549614008,119577,4975.0
2306,Holy Man,1998,Comedy,Comedy,,5.255,457.0,5.580761620134169,120701,9713.0
2307,One Tough Cop,1998,Action|Crime,Action Crime,,4.4,10.0,6.40151278300826,122642,134368.0
2310,"Mighty, The",1998,Drama,Drama,adolescence,7.247,293.0,6.996496966138621,119670,9821.0
2311,2010: The Year We Make Contact,1984,Sci-Fi,Sci-Fi,,6.662,1058.0,6.644813691162453,86837,4437.0
2312,Children of a Lesser God,1986,Drama,Drama,death penalty,6.947,342.0,6.81548423800076,90830,1890.0
2313,"Elephant Man, The",1980,Drama,Drama,freaks,8.048,3918.0,7.989476474788314,80678,1955.0
2314,Beloved,1998,Drama,Drama,,5.819,108.0,6.239640131178791,120603,39437.0
2315,Bride of Chucky (Child's Play 4),1998,Comedy|Horror|Thriller,Comedy Horror Thriller,,6.1,2100.0,6.129841663607611,144120,11932.0
2316,Practical Magic,1998,Drama|Fantasy|Mystery|Romance,Drama Fantasy Mystery Romance,,6.783,1705.0,6.761583047670451,120791,6435.0
2318,Happiness,1998,Comedy|Drama,Comedy Drama,,7.434,930.0,7.303286692513689,147612,10683.0
2320,Apt Pupil,1998,Drama|Thriller,Drama Thriller,,6.546,719.0,6.542952779409109,118636,9445.0
2321,Pleasantville,1998,Comedy|Drama|Fantasy,Comedy Drama Fantasy,,7.27,1863.0,7.212407244931871,120789,2657.0
2322,Soldier,1998,Action|Sci-Fi|War,Action Sci-Fi War,,6.406,940.0,6.423603131050482,120157,9425.0
2323,"Cruise, The",1998,Documentary,Documentary,,7.148,27.0,6.619829536752063,150230,32326.0
2324,Life Is Beautiful (La Vita è bella),1997,Comedy|Drama|Romance|War,Comedy Drama Romance War,bittersweet emotional heartwarming holocaust poignant sentimental tear jerker tearjerking,8.438,13967.0,8.416779852362106,118799,637.0
2325,Orgazmo,1997,Comedy,Comedy,,6.122,477.0,6.222786490161481,124819,8675.0
2327,Tales from the Darkside: The Movie,1990,Fantasy|Horror|Thriller,Fantasy Horror Thriller,,6.2,424.0,6.288902985821652,100740,20701.0
2328,Vampires,1998,Horror|Western,Horror Western,,6.3,1345.0,6.323936507831144,120877,9945.0
2329,American History X,1998,Crime|Drama,Crime Drama,edward norton emotional politics racism thought-provoking,8.328,12548.0,8.305769117257958,120586,73.0
2330,Hands on a Hard Body,1996,Comedy|Documentary,Comedy Documentary,,7.543,35.0,6.713841847720727,116481,18603.0
2331,Living Out Loud,1998,Comedy|Drama|Romance,Comedy Drama Romance,,5.923,52.0,6.378223132834353,120722,46889.0
2332,Belly,1998,Crime|Drama,Crime Drama,,6.142,166.0,6.330107228366501,158493,12888.0
2333,Gods and Monsters,1998,Drama,Drama,,6.923,389.0,6.809706290773589,120684,3033.0
2334,"Siege, The",1998,Action|Thriller,Action Thriller,terrorism,6.302,1486.0,6.323691195838332,133952,9882.0
2335,"Waterboy, The",1998,Comedy,Comedy,football,6.053,2013.0,6.087438541365152,120484,10663.0
2336,Elizabeth,1998,Drama,Drama,england,7.165,1498.0,7.1046662445694135,127536,4518.0
2337,Velvet Goldmine,1998,Drama,Drama,,6.883,541.0,6.8033748349031224,120879,1808.0
2338,I Still Know What You Did Last Summer,1998,Horror|Mystery|Thriller,Horror Mystery Thriller,,5.382,1722.0,5.477837485238094,130018,3600.0
2339,I'll Be Home For Christmas,1998,Comedy|Romance,Comedy Romance,,5.981,356.0,6.148710789010487,155753,17037.0
2340,Meet Joe Black,1998,Romance,Romance,,7.363,5737.0,7.34078446466956,119643,297.0
2342,Hard Core Logo,1996,Comedy|Drama,Comedy Drama,,6.6,34.0,6.541636831216647,116488,21589.0
2344,Runaway Train,1985,Action|Adventure|Drama|Thriller,Action Adventure Drama Thriller,,6.975,656.0,6.888871629474021,89941,11893.0
2346,"Stepford Wives, The",1975,Mystery|Sci-Fi|Thriller,Mystery Sci-Fi Thriller,,6.686,361.0,6.638414352823127,73747,12223.0
2347,"Pope of Greenwich Village, The",1984,Drama,Drama,,6.371,152.0,6.451277135153331,87932,32081.0
2348,Sid and Nancy,1986,Drama,Drama,,6.754,563.0,6.704936992725527,91954,14924.0
2349,Mona Lisa,1986,Comedy|Thriller,Comedy Thriller,,6.9,291.0,6.7699835597374545,91538,10002.0
2350,Heart Condition,1990,Comedy,Comedy,,5.692,107.0,6.189759980160529,99750,41817.0
2351,"Nights of Cabiria (Notti di Cabiria, Le)",1957,Drama,Drama,in netflix queue,7.988,858.0,7.762321807647665,50783,19426.0
2352,"Big Chill, The",1983,Comedy|Drama,Comedy Drama,,6.841,651.0,6.780375785597005,85244,12560.0
2353,Enemy of the State,1998,Action|Thriller,Action Thriller,,7.062,4237.0,7.042955538179877,120660,9798.0
2354,"Rugrats Movie, The",1998,Animation|Children|Comedy,Animation Children Comedy,,6.234,638.0,6.29225740221683,134067,14444.0
2355,"Bug's Life, A",1998,Adventure|Animation|Children|Comedy,Adventure Animation Children Comedy,pixar,6.977,9711.0,6.969872277539763,120623,9487.0
2356,Celebrity,1998,Comedy,Comedy,,5.993,507.0,6.119734389702379,120533,9466.0
2357,Central Station (Central do Brasil),1998,Drama,Drama,south america,8.131,1045.0,7.9217534399021465,140888,666.0
2358,Savior,1998,Drama|War,Drama War,,7.169,186.0,6.876054328753293,120070,2042.0
2359,Waking Ned Devine (a.k.a. Waking Ned),1998,Comedy,Comedy,,7.062,339.0,6.893287570085443,166396,10162.0
2360,"Celebration, The (Festen)",1998,Drama,Drama,in netflix queue,7.704,1256.0,7.573444185960636,154420,309.0
2361,Pink Flamingos,1972,Comedy,Comedy,,6.14,559.0,6.2252969759251116,69089,692.0
2362,Glen or Glenda,1953,Drama,Drama,,4.62,150.0,5.596262653949119,45826,24018.0
2363,Godzilla (Gojira),1954,Drama|Horror|Sci-Fi,Drama Horror Sci-Fi,,7.63,1100.0,7.492484196310564,47034,1678.0
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",1984,Action|Horror|Sci-Fi|Thriller,Action Horror Sci-Fi Thriller,,6.816,198.0,6.689072210598253,87344,39256.0
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),1962,Action|Sci-Fi,Action Sci-Fi,,6.9,341.0,6.783037419201566,56142,1680.0
2366,King Kong,1933,Action|Adventure|Fantasy|Horror,Action Adventure Fantasy Horror,,7.59,1612.0,7.49583529381706,24216,244.0
2367,King Kong,1976,Adventure|Fantasy|Romance|Sci-Fi|Thriller,Adventure Fantasy Romance Sci-Fi Thriller,,6.284,919.0,6.319747801823773,74751,10730.0
2368,King Kong Lives,1986,Adventure|Sci-Fi,Adventure Sci-Fi,,5.247,259.0,5.730830852794181,91344,31947.0
2369,Desperately Seeking Susan,1985,Comedy|Drama|Romance,Comedy Drama Romance,,6.07,504.0,6.179020627477125,89017,8130.0
2370,"Emerald Forest, The",1985,Action|Adventure|Drama,Action Adventure Drama,,6.643,263.0,6.600384844672332,89087,11532.0
2371,Fletch,1985,Comedy|Crime|Mystery,Comedy Crime Mystery,,6.752,766.0,6.71406785998091,89155,9749.0
2372,Fletch Lives,1989,Comedy,Comedy,,6.051,335.0,6.203531777972316,97366,14628.0
2373,Red Sonja,1985,Action|Adventure|Fantasy,Action Adventure Fantasy,,5.4,945.0,5.5608463110366415,89893,9626.0
2374,Gung Ho,1986,Comedy|Drama,Comedy Drama,,6.056,214.0,6.256163436017196,91159,13698.0
2375,"Money Pit, The",1986,Comedy,Comedy,,6.509,1232.0,6.511260356200418,91541,10466.0
2376,"View to a Kill, A",1985,Action|Adventure|Thriller,Action Adventure Thriller,,6.247,2192.0,6.265847864947799,90264,707.0
2377,Lifeforce,1985,Horror|Sci-Fi,Horror Sci-Fi,,6.235,717.0,6.2878119390873906,89489,11954.0
2378,Police Academy,1984,Comedy|Crime,Comedy Crime,,6.702,2984.0,6.69335263761935,87928,9336.0
2379,Police Academy 2: Their First Assignment,1985,Comedy|Crime,Comedy Crime,,6.081,1721.0,6.118452414676454,89822,10157.0
2380,Police Academy 3: Back in Training,1986,Comedy|Crime,Comedy Crime,,5.81,1364.0,5.884216064932531,91777,12118.0
2381,Police Academy 4: Citizens on Patrol,1987,Comedy|Crime,Comedy Crime,,5.512,1276.0,5.623422634167746,93756,10587.0
2382,Police Academy 5: Assignment: Miami Beach,1988,Comedy|Crime,Comedy Crime,,5.214,1010.0,5.390910569633573,95882,11825.0
2383,Police Academy 6: City Under Siege,1989,Comedy|Crime,Comedy Crime,,5.133,946.0,5.331705017916935,98105,11895.0
2384,Babe: Pig in the City,1998,Adventure|Children|Drama,Adventure Children Drama,,5.672,1325.0,5.762788552471241,120595,9447.0
2385,Home Fries,1998,Comedy|Romance,Comedy Romance,,5.147,109.0,5.9626903562495475,119304,12257.0
2387,Very Bad Things,1998,Comedy|Crime,Comedy Crime,dark comedy dark humor,6.282,689.0,6.327837629742765,124198,10029.0
2388,Steam: The Turkish Bath (Hamam),1997,Drama|Romance,Drama Romance,,6.6,151.0,6.563807255722011,119248,27104.0
2389,Psycho,1998,Crime|Horror|Thriller,Crime Horror Thriller,,5.143,1043.0,5.324334695635316,155975,11252.0
2390,Little Voice,1998,Comedy,Comedy,in netflix queue,6.475,198.0,6.498880661302477,147004,8545.0
2391,"Simple Plan, A",1998,Crime|Drama|Thriller,Crime Drama Thriller,heist,7.2,1071.0,7.114212243291841,120324,10223.0
2392,Jack Frost,1998,Children|Comedy|Drama,Children Comedy Drama,,6.035,1223.0,6.09120118461042,141109,9745.0
2393,Star Trek: Insurrection,1998,Action|Drama|Romance|Sci-Fi,Action Drama Romance Sci-Fi,cameo:whoopi goldberg space opera star trek,6.443,1345.0,6.451989104369094,120844,200.0
2394,"Prince of Egypt, The",1998,Animation|Musical,Animation Musical,bible moses,7.3,4291.0,7.27278611393039,120794,9837.0
2395,Rushmore,1998,Comedy|Drama,Comedy Drama,,7.395,2722.0,7.347774447642369,128445,11545.0
2396,Shakespeare in Love,1998,Comedy|Drama|Romance,Comedy Drama Romance,england,6.8,3205.0,6.787344626639613,138097,1934.0
2398,Miracle on 34th Street,1947,Comedy|Drama,Comedy Drama,,7.4,843.0,7.263252634762379,39628,11881.0
2399,Santa Claus: The Movie,1985,Adventure|Children|Fantasy,Adventure Children Fantasy,,6.296,284.0,6.378949285175464,89961,13764.0
2400,Prancer,1989,Children|Drama|Fantasy,Children Drama Fantasy,,6.037,107.0,6.329589525615074,98115,24951.0
2401,Pale Rider,1985,Western,Western,,7.157,1195.0,7.084073694350873,89767,8879.0
2402,Rambo: First Blood Part II,1985,Action|Adventure|Thriller,Action Adventure Thriller,,6.66,4301.0,6.655386414258048,89880,1369.0
2403,First Blood (Rambo: First Blood),1982,Action|Adventure|Drama|Thriller,Action Adventure Drama Thriller,,7.507,6868.0,7.485142866158346,83944,1368.0
2404,Rambo III,1988,Action|Adventure|Thriller|War,Action Adventure Thriller War,,6.201,3470.0,6.215197859046699,95956,1370.0
2405,"Jewel of the Nile, The",1985,Action|Adventure|Comedy|Romance,Action Adventure Comedy Romance,,6.217,1272.0,6.2512782608554085,89370,10303.0
2406,Romancing the Stone,1984,Action|Adventure|Comedy|Romance,Action Adventure Comedy Romance,,6.767,2034.0,6.749945520201908,88011,9326.0
2407,Cocoon,1985,Comedy|Sci-Fi,Comedy Sci-Fi,,6.635,1403.0,6.624331817155371,88933,10328.0
2408,Cocoon: The Return,1988,Comedy|Sci-Fi,Comedy Sci-Fi,,6.476,1020.0,6.483069358336771,94890,11285.0
2409,Rocky II,1979,Action|Drama,Action Drama,,7.292,4775.0,7.267711402019947,79817,1367.0
2410,Rocky III,1982,Action|Drama,Action Drama,boxing,6.9,4478.0,6.88743314665855,84602,1371.0
2411,Rocky IV,1985,Action|Drama,Action Drama,boxing,7.085,4797.0,7.067379417594345,89927,1374.0
2412,Rocky V,1990,Action|Drama,Action Drama,boxing,5.775,3455.0,5.807773431551047,100507,1375.0
2413,Clue,1985,Comedy|Crime|Mystery|Thriller,Comedy Crime Mystery Thriller,,7.203,1944.0,7.152634285941161,88930,15196.0
2414,Young Sherlock Holmes,1985,Action|Adventure|Children|Fantasy|Mystery|Thriller,Action Adventure Children Fantasy Mystery Thriller,,6.743,708.0,6.704157959262867,90357,11904.0
2415,Violets Are Blue...,1986,Drama|Romance,Drama Romance,,4.864,22.0,6.324361088057986,92173,215875.0
2416,Back to School,1986,Comedy,Comedy,,6.3,495.0,6.35514207785641,90685,15596.0
2417,Heartburn,1986,Comedy|Drama,Comedy Drama,,6.0,213.0,6.224466580438864,91188,13818.0
2418,Nothing in Common,1986,Comedy,Comedy,,5.86,136.0,6.2184731561855955,91653,29968.0
2419,Extremities,1986,Drama|Thriller,Drama Thriller,,6.135,96.0,6.379496580088457,91024,44326.0
2420,"Karate Kid, The",1984,Drama,Drama,martial arts,7.22,4693.0,7.197631471085027,87538,1885.0
2421,"Karate Kid, Part II, The",1986,Action|Adventure|Drama,Action Adventure Drama,martial arts,6.338,2467.0,6.349427833369809,91326,8856.0
2422,"Karate Kid, Part III, The",1989,Action|Adventure|Children|Drama,Action Adventure Children Drama,martial arts,5.926,1819.0,5.973910240264362,97647,10495.0
2423,Christmas Vacation (National Lampoon's Christmas Vacation),1989,Comedy,Comedy,christmas,7.233,2693.0,7.194218117460484,97958,5825.0
2424,You've Got Mail,1998,Comedy|Romance,Comedy Romance,e-mail remake,6.703,3627.0,6.69578055886955,128853,9489.0
2425,"General, The",1998,Crime,Crime,,6.709,127.0,6.609491671698519,120706,16885.0
2427,"Thin Red Line, The",1998,Action|Drama|War,Action Drama War,,7.44,3288.0,7.398482622572534,120863,8741.0
2428,"Faculty, The",1998,Horror|Sci-Fi,Horror Sci-Fi,,6.561,2236.0,6.558900390623643,133751,9276.0
2429,Mighty Joe Young,1998,Action|Adventure|Drama|Fantasy|Thriller,Action Adventure Drama Fantasy Thriller,,6.323,877.0,6.354278176752786,120751,9822.0
2430,Mighty Joe Young,1949,Adventure|Children|Drama,Adventure Children Drama,,6.41,122.0,6.476962848610679,41650,39314.0
2431,Patch Adams,1998,Comedy|Drama,Comedy Drama,bad doctors,7.31,3439.0,7.275901733804888,129290,10312.0
2432,Stepmom,1998,Drama,Drama,,7.156,1539.0,7.097957921440082,120686,9441.0
2433,"Civil Action, A",1998,Drama,Drama,,6.468,493.0,6.482733284249814,120633,9422.0
2435,Hurlyburly,1998,Drama,Drama,,5.5,106.0,6.114268573240987,119336,24525.0
2436,Tea with Mussolini,1999,Comedy|Drama|War,Comedy Drama War,,6.453,158.0,6.490878205594855,120857,10368.0
2439,Affliction,1997,Drama,Drama,,6.345,313.0,6.406463052685915,118564,31662.0
2442,Hilary and Jackie,1998,Drama,Drama,in netflix queue,6.583,115.0,6.551829539567572,150915,46992.0
2443,Playing by Heart,1998,Drama|Romance,Drama Romance,,6.606,250.0,6.576296399907566,145734,825.0
2445,At First Sight,1999,Drama,Drama,,6.014,255.0,6.210249113500922,132512,15556.0
2446,In Dreams,1999,Horror|Thriller,Horror Thriller,,5.485,198.0,5.946711647217971,120710,28902.0
2447,Varsity Blues,1999,Comedy|Drama,Comedy Drama,,6.139,463.0,6.2377574754231935,139699,14709.0
2448,Virus,1999,Horror|Sci-Fi,Horror Sci-Fi,,5.408,675.0,5.619534416781706,120458,9423.0
2450,Howard the Duck,1986,Adventure|Comedy|Sci-Fi,Adventure Comedy Sci-Fi,,5.4,1121.0,5.53869533236493,91225,10658.0
2451,"Gate, The",1987,Horror,Horror,,6.1,412.0,6.21837018411666,93075,6917.0
2453,"Boy Who Could Fly, The",1986,Drama|Fantasy,Drama Fantasy,,6.3,145.0,6.419048459478079,90768,24086.0
2454,"Fly, The",1958,Horror|Mystery|Sci-Fi,Horror Mystery Sci-Fi,,7.043,603.0,6.936817940476815,51622,11815.0
2455,"Fly, The",1986,Drama|Horror|Sci-Fi|Thriller,Drama Horror Sci-Fi Thriller,,7.431,4954.0,7.403292239241318,91064,9426.0
2456,"Fly II, The",1989,Horror|Sci-Fi,Horror Sci-Fi,,5.703,725.0,5.850031331930135,97368,10344.0
2457,Running Scared,1986,Action|Comedy,Action Comedy,,6.1,240.0,6.269653991844785,91875,15698.0
2458,Armed and Dangerous,1986,Comedy|Crime,Comedy Crime,,5.682,206.0,6.048332327169089,90660,2620.0
2459,"Texas Chainsaw Massacre, The",1974,Horror,Horror,,7.28,3786.0,7.250097041532432,72271,30497.0
2460,"Texas Chainsaw Massacre 2, The",1986,Horror,Horror,,5.656,1012.0,5.7732460519780835,92076,16337.0
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),1994,Horror,Horror,,4.571,748.0,4.910674734544066,110978,16780.0
2463,Ruthless People,1986,Comedy,Comedy,kidnapping,6.573,446.0,6.561543341231143,91877,12151.0
2465,Deadly Friend,1986,Horror,Horror,,6.181,265.0,6.3104683288208046,90917,33278.0
2467,"Name of the Rose, The (Name der Rose, Der)",1986,Crime|Drama|Mystery|Thriller,Crime Drama Mystery Thriller,religion,7.497,3312.0,7.453190151271945,91605,192.0
2468,Jumpin' Jack Flash,1986,Action|Comedy|Romance|Thriller,Action Comedy Romance Thriller,,6.086,388.0,6.213615843600697,91306,10945.0
2469,Peggy Sue Got Married,1986,Comedy|Drama,Comedy Drama,,6.1,649.0,6.1835640629806194,91738,10013.0
2470,Crocodile Dundee,1986,Adventure|Comedy,Adventure Comedy,australia,6.444,2109.0,6.449889070945446,90555,9671.0
2471,Crocodile Dundee II,1988,Action|Adventure|Comedy,Action Adventure Comedy,australia,5.879,1218.0,5.953217916190821,92493,9396.0
2472,Tough Guys,1986,Comedy,Comedy,,6.0,150.0,6.270529754926318,92105,11038.0
2473,Soul Man,1986,Comedy,Comedy,,5.3,166.0,5.897376578211702,91991,12278.0
2474,"Color of Money, The",1986,Drama,Drama,,6.853,1515.0,6.82257633658037,90863,11873.0
2475,52 Pick-Up,1986,Action|Mystery|Thriller,Action Mystery Thriller,,6.031,144.0,6.290752939409899,90567,18588.0
2476,Heartbreak Ridge,1986,Action|War,Action War,,6.889,1118.0,6.844670301774415,91187,10015.0
2477,Firewalker,1986,Adventure,Adventure,,5.36,207.0,5.864210535061483,91055,12715.0
2478,¡Three Amigos!,1986,Comedy|Western,Comedy Western,,6.324,1146.0,6.34870041040858,92086,8388.0
2481,My Name Is Joe,1998,Drama|Romance,Drama Romance,,7.244,209.0,6.93729135180978,151691,8129.0
2482,Still Crazy,1998,Comedy|Romance,Comedy Romance,,6.779,122.0,6.638317687320357,149151,1618.0
2483,"Day of the Beast, The (Día de la Bestia, El)",1995,Adventure|Comedy|Thriller,Adventure Comedy Thriller,,7.237,608.0,7.091697561780888,112922,10722.0
2485,She's All That,1999,Comedy|Romance,Comedy Romance,,6.315,2237.0,6.32903409973366,160862,10314.0
2488,Peeping Tom,1960,Drama|Horror|Thriller,Drama Horror Thriller,,7.449,898.0,7.312089701196569,54167,11167.0
2490,Payback,1999,Action|Thriller,Action Thriller,,6.821,1993.0,6.799677039424362,120784,2112.0
2491,Simply Irresistible,1999,Comedy|Romance,Comedy Romance,food,5.461,254.0,5.8689699142636975,145893,16172.0
